,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,0.5456540093767761,0.7860048543760462,-0.7123087451527094,-0.5389404656292958,-0.007750097320387634,-3.0675650813839295,-3.5018625835881494,-0.9488409495610381,0.1876954725395666,0.8722741935958388,2.051116975986013,1.9136734624385596,4.091138301310728,-0.9717684996242285
1,0.3697232784220487,1.0651734620568232,-0.6815160848645035,-0.5967663100603049,0.43839754134513914,-1.6557972636930833,-2.9293416488697805,-1.8096115323122366,-2.1889977468417707,-0.7413933002019379,0.6159572781513858,1.8038471284069801,3.1298640634920556,-0.6809900379792019
2,0.21122288970060213,1.3407713622641608,-0.6418473568401148,-0.6506570069176449,0.884593193203884,-0.259992092681104,-2.355354863856268,-2.6504015051717347,-4.510863372283608,-2.310133323625823,-0.7716644279377821,1.7141573600576927,2.201473383263274,-0.39448873050483396
3,0.08673502687307183,1.6091046809216651,-0.5888352493007954,-0.6934778940607716,1.3268733273152142,1.0974346455168398,-1.789153882361457,-3.4564292177311255,-6.740916051815385,-3.807346580139509,-2.0807128621654885,1.6610117319936908,1.323509363131941,-0.11053828742852628
4,0.011562400093878527,1.8668546994147581,-0.5183523844071622,-0.7183317415067051,1.7613595847463994,2.395269228517471,-1.239901883309996,-4.214007169137332,-8.845170366903258,-5.2080603088494914,-3.2818449174894186,1.659915832966927,0.5127707509979811,0.17321467842790844
5,-0.0007681003914105481,2.1112350536503217,-0.4266779531541027,-0.718738819091657,2.184324068481496,3.614117959150329,-0.7163782390832265,-4.9109222139642394,-10.793550854789578,-6.489405189951225,-4.348015949696712,1.7249990733200655,-0.21488816102647385,0.45982866864027744
6,0.06107989120444698,2.340123368370518,-0.31054769028570955,-0.6888028677482639,2.5922485764628185,4.736932476942024,-0.226716141912607,-5.536746376072494,-12.560596684996682,-7.631021233263004,-5.255014780897806,1.8685859488056629,-0.844759434080352,0.7531258537772
7,0.2059281717409736,2.5521571451216545,-0.1671903367793358,-0.623361671405072,2.981874209925553,5.749422867618969,0.22181872029016486,-6.083065389851831,-14.125935401012542,-8.615385629246985,-5.981919849361881,2.10082398559112,-1.3634884980019077,1.0577228630231201
8,0.4398515022095999,2.746783696382773,0.005642449213282187,-0.5181226684517949,3.3502379517879755,6.640348150390138,0.6230060305189081,-6.543619964691394,-15.474525141075539,-9.428064761163494,-6.5114754101269545,2.429375063942388,-1.7592912630172268,1.3790217980027224
9,0.7660326510543163,2.9242556253028593,0.20964434540156426,-0.3697845889369289,3.694693828992161,7.401682541679274,0.9718077904726091,-6.914362447093224,-16.596685830662075,-10.057899658950646,-6.830390466689541,2.8591734792142858,-2.022186262013708,1.723147312978406
10,1.1846991986006636,3.0855668077841223,0.4459141078335851,-0.17614551290980796,4.012917796512621,8.028663429666143,1.264470134616015,-7.19343669768402,-17.487952001077026,-10.497137062128317,-6.929564097266027,3.392252530531389,-2.1442443945467686,2.0968168322950476
11,1.6931364581269375,3.2323282096028163,0.7149035457728412,0.06380331875206254,4.302897053470486,8.519732312991515,1.4985962577768546,-7.381091400229757,-18.148783350156698,-10.741517553154935,-6.8042405901121565,4.027640545794665,-2.1198552710536154,2.5071351158168107
12,2.2857712789017164,3.366587580078151,1.0163538645165544,0.34979976428271475,4.562905922915767,8.876382454337012,1.6731943834179233,-7.479537899332885,-18.584167758392354,-10.79032941084889,-6.454097522926256,4.761326211540011,-1.9460051624454886,2.9613100273043407
13,2.954321999260156,3.490602389966696,1.349223763461292,0.6802525437295072,4.791471807378473,9.10292729487592,1.78870127988693,-7.492763765866808,-18.803148455791145,-10.646432071319783,-5.883268491627105,5.5862927509744305,-1.6225560754626966,3.4662934976885396
14,3.6880107980427623,3.60658142311374,1.7116164753206233,1.0522082236852761,4.987336083021023,9.206203453625427,1.8469794408375315,-7.426312571152119,-18.818303392745467,-10.316246237705919,-5.100297861624497,6.492621807184864,-1.152507740519563,4.028360907043283
15,4.473836077710484,3.7164161523569588,2.100717019441186,1.4613513773431042,5.149415778623917,9.195222643211352,1.8512854864149173,-7.287038870314366,-18.64520046536187,-9.80970022329817,-4.118018511144999,7.467669806258246,-0.5422163598874056,4.652652418225892
16,5.296903782317107,3.821427003586443,2.51275416010994,1.9020469132321822,5.2767721287703075,9.080788035049338,1.8062079844629864,-7.082845450907154,-18.301846583431516,-9.140116352651699,-2.953338270979669,8.496320254830955,0.19846080872375604,5.342708674446045
17,6.140817115870435,3.922151018441725,2.943002871134518,2.3674328008563448,5.368591625243071,8.875091905302122,1.7175741717342992,-6.82240767666807,-17.808140911532867,-8.324018528776593,-1.626919251512609,9.561314387814145,1.0561260189502006,6.100038593722392
18,6.988123199057795,4.018195656649676,3.3858417029666876,2.849568825710727,5.424184357127889,8.591312304436,1.592327041021851,-6.5148877810677766,-17.185333497987557,-7.380842910472158,-0.1627374300114373,10.643660178095402,2.0139335422794167,6.923757654595993
19,7.820811842131713,4.1081776840596795,3.8348746407914627,3.3396427734025567,5.443003316747924,8.243226392332533,1.4383765659861445,-6.169641635247125,-16.455483229515355,-6.332538565801616,1.4124819136406108,11.723115444185272,3.051832841091231,7.810330456843296
